US,21,075,Fulton County
US,21,077,Gallatin County
US,21,079,Garrard County
US,21,081,Grant County
US,21,083,Graves County
US,21,085,Grayson County
US,21,087,Green County
US,21,089,Greenup County
US,21,091,Hancock County
US,21,093,Hardin County
US,21,095,Harlan County
US,21,097,Harrison County
US,21,099,Hart County
US,21,101,Henderson County
US,21,103,Henry County
US,21,105,Hickman County
US,21,107,Hopkins County
US,21,109,Jackson County
US,21,111,Jefferson County
US,21,113,Jessamine County
US,21,115,Johnson County
US,21,117,Kenton County
US,21,119,Knott County
US,21,121,Knox County
US,21,123,Larue County
US,21,125,Laurel County
US,21,127,Lawrence County
US,21,129,Lee County
US,21,131,Leslie County
US,21,133,Letcher County
US,21,135,Lewis County
US,21,137,Lincoln County
US,21,139,Livingston County
US,21,141,Logan County
US,21,143,Lyon County
US,21,145,Mccracken County
US,21,147,Mccreary County
US,21,149,Mclean County
US,21,151,Madison County
US,21,153,Magoffin County
US,21,155,Marion County
US,21,157,Marshall County
US,21,159,Martin County
US,21,161,Mason County
US,21,163,Meade County
US,21,165,Menifee County
US,21,167,Mercer County
US,21,169,Metcalfe County
US,21,171,Monroe County
US,21,173,Montgomery County
US,21,175,Morgan County
US,21,177,Muhlenberg County
US,21,179,Nelson County
US,21,181,Nicholas County
US,21,183,Ohio County
US,21,185,Oldham County
US,21,187,Owen County
US,21,189,Owsley County
US,21,191,Pendleton County
US,21,193,Perry County
US,21,195,Pike County
US,21,197,Powell County
US,21,199,Pulaski County
US,21,201,Robertson County
US,21,203,Rockcastle County
US,21,205,Rowan County
US,21,207,Russell County
US,21,209,Scott County
US,21,211,Shelby County
US,21,213,Simpson County
US,21,215,Spencer County
US,21,217,Taylor County
US,21,219,Todd County
US,21,221,Trigg County
US,21,223,Trimble County
US,21,225,Union County
US,21,227,Warren County
US,21,229,Washington County
US,21,231,Wayne County
US,21,233,Webster County
US,21,235,Whitley County
US,21,237,Wolfe County
US,21,239,Woodford County
US,22,001,Acadia Parish Parish
US,22,003,Allen Parish Parish
US,22,005,Ascension Parish Parish
US,22,007,Assumption Parish Parish
US,22,009,Avoyelles Parish Parish
US,22,011,Beauregard Parish Parish
US,22,013,Bienville Parish Parish
US,22,015,Bossier Parish Parish
US,22,017,Caddo Parish Parish
US,22,019,Calcasieu Parish Parish
US,22,021,Caldwell Parish Parish
US,22,023,Cameron Parish Parish
US,22,025,Catahoula Parish Parish
US,22,027,Claiborne Parish Parish
US,22,029,Concordia Parish Parish
US,22,031,De Soto Parish Parish
US,22,033,East Baton Rouge Parish Parish
US,22,035,East Carroll Parish Parish
US,22,037,East Feliciana Parish Parish
US,22,039,Evangeline Parish Parish
US,22,041,Franklin Parish Parish
US,22,043,Grant Parish Parish
US,22,045,Iberia Parish Parish
US,22,047,Iberville Parish Parish
